item_id,csv_row_number,expected_key,question,status,error,question_dir,ground_truth_table_csv
row_367,367,added_agents,"For Atezolizumab+Trastuzumab emtansine+Placebo combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/added_agents__row_367__For_Atezolizumab_Trastuzumab_emtansine_Placebo_combination_therapy_trials_list_additional,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/added_agents__row_367__For_Atezolizumab_Trastuzumab_emtansine_Placebo_combination_therapy_trials_list_additional/ground_truth_table.csv
row_422,422,added_agents,"For Avelumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/added_agents__row_422__For_Avelumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen_be,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/added_agents__row_422__For_Avelumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen_be/ground_truth_table.csv
row_496,496,added_agents,"For Nivolumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/added_agents__row_496__For_Nivolumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen_b,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/added_agents__row_496__For_Nivolumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen_b/ground_truth_table.csv
row_102,102,anti_vegf_agents,"In renal cell carcinoma studies using ICI+Anti-VEGF, list the specific anti-VEGF agent(s) from the treatment regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/anti_vegf_agents__row_102__In_renal_cell_carcinoma_studies_using_ICI_Anti_VEGF_list_the_specific_anti_VEGF_agent_s_fr,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/anti_vegf_agents__row_102__In_renal_cell_carcinoma_studies_using_ICI_Anti_VEGF_list_the_specific_anti_VEGF_agent_s_fr/ground_truth_table.csv
row_20,20,arm_category,"In Mesothelioma trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_20__In_Mesothelioma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_20__In_Mesothelioma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_155,155,arm_category,"In Head and Neck trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_155__In_Head_and_Neck_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_155__In_Head_and_Neck_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_161,161,arm_category,"In Renal cell trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_161__In_Renal_cell_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_161__In_Renal_cell_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_185,185,arm_category,"In Breast trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_185__In_Breast_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_185__In_Breast_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_189,189,arm_category,"In Multiple Myeloma trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_189__In_Multiple_Myeloma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_189__In_Multiple_Myeloma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_229,229,arm_category,"In Gastric/GEJ trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_229__In_Gastric_GEJ_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_229__In_Gastric_GEJ_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_250,250,arm_category,"In Hepatocellular trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_250__In_Hepatocellular_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_250__In_Hepatocellular_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_280,280,arm_category,"In Small Cell Lung trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_280__In_Small_Cell_Lung_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_280__In_Small_Cell_Lung_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_287,287,arm_category,"In NSCLC trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_287__In_NSCLC_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_287__In_NSCLC_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_310,310,arm_category,"In Urothelial trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_310__In_Urothelial_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_310__In_Urothelial_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_349,349,arm_category,"In Esophageal/GEJ trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_349__In_Esophageal_GEJ_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_349__In_Esophageal_GEJ_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_383,383,arm_category,"In Bladder trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_383__In_Bladder_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_383__In_Bladder_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_425,425,arm_category,"In Pancreatic trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_425__In_Pancreatic_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_425__In_Pancreatic_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_431,431,arm_category,"In Hodgkin Lymphoma trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_431__In_Hodgkin_Lymphoma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_431__In_Hodgkin_Lymphoma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_434,434,arm_category,"In Non-Small Cell Lung trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_434__In_Non_Small_Cell_Lung_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_434__In_Non_Small_Cell_Lung_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_479,479,arm_category,"In Melanoma trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_479__In_Melanoma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_479__In_Melanoma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_484,484,arm_category,"In Prostate trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_484__In_Prostate_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/arm_category__row_484__In_Prostate_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_45,45,braf_inhibitor,"In melanoma trials using ICI plus BRAFi+MEKi, list the BRAF and MEK inhibitors used in the regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/braf_inhibitor__row_45__In_melanoma_trials_using_ICI_plus_BRAFi_MEKi_list_the_BRAF_and_MEK_inhibitors_used_in_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/braf_inhibitor__row_45__In_melanoma_trials_using_ICI_plus_BRAFi_MEKi_list_the_BRAF_and_MEK_inhibitors_used_in_the/ground_truth_table.csv
row_76,76,brand_name,"In Melanoma trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_76__In_Melanoma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_nam,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_76__In_Melanoma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_nam/ground_truth_table.csv
row_88,88,brand_name,"In Renal cell trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_88__In_Renal_cell_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_88__In_Renal_cell_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n/ground_truth_table.csv
row_91,91,brand_name,"In Gastric/GEJ trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_91__In_Gastric_GEJ_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_91__In_Gastric_GEJ_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI/ground_truth_table.csv
row_95,95,brand_name,"In Small Cell Lung trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_95__In_Small_Cell_Lung_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_95__In_Small_Cell_Lung_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic/ground_truth_table.csv
row_156,156,brand_name,"In Multiple Myeloma trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_156__In_Multiple_Myeloma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_156__In_Multiple_Myeloma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic/ground_truth_table.csv
row_252,252,brand_name,"In Hodgkin Lymphoma trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_252__In_Hodgkin_Lymphoma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_252__In_Hodgkin_Lymphoma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic/ground_truth_table.csv
row_276,276,brand_name,"In Head and Neck trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_276__In_Head_and_Neck_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_IC,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_276__In_Head_and_Neck_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_IC/ground_truth_table.csv
row_279,279,brand_name,"In Pancreatic trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_279__In_Pancreatic_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_279__In_Pancreatic_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n/ground_truth_table.csv
row_282,282,brand_name,"In Non-Small Cell Lung trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_282__In_Non_Small_Cell_Lung_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_gene,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_282__In_Non_Small_Cell_Lung_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_gene/ground_truth_table.csv
row_319,319,brand_name,"In Colorectal trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_319__In_Colorectal_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_319__In_Colorectal_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n/ground_truth_table.csv
row_363,363,brand_name,"In Breast trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_363__In_Breast_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_name,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_363__In_Breast_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_name/ground_truth_table.csv
row_377,377,brand_name,"In Urothelial trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_377__In_Urothelial_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_377__In_Urothelial_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n/ground_truth_table.csv
row_381,381,brand_name,"In Esophageal/GEJ trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_381__In_Esophageal_GEJ_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_I,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_381__In_Esophageal_GEJ_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_I/ground_truth_table.csv
row_397,397,brand_name,"In Mesothelioma trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_397__In_Mesothelioma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_397__In_Mesothelioma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI/ground_truth_table.csv
row_408,408,brand_name,"In Bladder trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_408__In_Bladder_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_name,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_408__In_Bladder_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_name/ground_truth_table.csv
row_429,429,brand_name,"In Hepatocellular trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_429__In_Hepatocellular_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_I,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_429__In_Hepatocellular_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_I/ground_truth_table.csv
row_450,450,brand_name,"In Prostate trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_450__In_Prostate_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_nam,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_450__In_Prostate_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_nam/ground_truth_table.csv
row_471,471,brand_name,"In NSCLC trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_471__In_NSCLC_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_name_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/brand_name__row_471__In_NSCLC_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_name_t/ground_truth_table.csv
row_2,2,class,"In Small Cell Lung trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/class__row_2__In_Small_Cell_Lung_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_P,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/class__row_2__In_Small_Cell_Lung_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_P/ground_truth_table.csv
row_36,36,class,"In Gastric/GEJ trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/class__row_36__In_Gastric_GEJ_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/class__row_36__In_Gastric_GEJ_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1/ground_truth_table.csv
row_71,71,class,"In Bladder trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/class__row_71__In_Bladder_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/class__row_71__In_Bladder_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or/ground_truth_table.csv
